id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,A squirrel ran on the pavement and climbed the trunk of the oak tree. It,n/a,was afraid of the snake,was eager to get away from humans,wanted to pluck the red flowers growing on the tree,curled up by the nest of the crow
n/a,An architect retrieves his compass. He,n/a,draws building dimensions on a canvas,computes the area of a circle,explores the open sea,uses his compass to find the north cardinal direction
n/a,The chef drops the piece of shrimp in the fryer. The chef,n/a,watches it sizzle.,chops the pan.,likes fried chicken.,touches the oil.
n/a,We get to the store by car. My mom,n/a,drove.,buys us lots of houses in the store so we can watch them later.,waits in the bus.,calls me on my banana phone while I'm in the store.
n/a,Two men are standing on a roof of a house. A man,n/a,is on a ladder drilling something.,dumps water in the sitting room.,holds a man tight over their bodies.,is using a bucket of wet wax weed.
n/a,Jeff and Sally were like two peas in a pod. They,n/a,were always together.,ate vegetables.,loved the color green.,grew organic fruits.
n/a,The old man says that balance is important for a healthy life. He means,n/a,even too much of a good thing can be bad.,don't trip while you're walking on the sidewalk.,don't fall into the sun.,don't fall off of buildings.
n/a,I'm tired. I,n/a,want to go to sleep.,want to watch some movie.,want to take a shower.,want to eat some food.
n/a,The bird flies over the hunter. The bird,n/a,falls to the ground.,drinks a beer.,flies into the moon.,waves at the hunter.
n/a,A man cutting cake for his daughter. The man,n/a,wishes his daughter a happy birthday.,wishes his son a happy birthday.,sits by the window.,goes to the store to buy cake.
n/a,"Unlike Mayank, Amit is a great student. Mayank",n/a,is a bad student.,is an awesome student.,is a good student.,is the best student.
n/a,The final project was a piece of cake. The project,n/a,was really easy.,was really sweet.,was a great way to end my birthday.,had a lot of frosting.
n/a,"The boy arrives in London, not Paris. He",n/a,wants to see the Big Ben.,arrives in Paris with his girlfriend.,arrives in Paris last night.,arrives in Paris to see the Eiffel Tower.
n/a,The carefully generated words were classified incorrectly by the model. The model,n/a,ceases to be useful.,raises prices.,eats dinner.,is used to reduce classification tasks.
n/a,"Because I never turned in my TB confirmation test, my school",n/a,put a hold on my account.,failed me in all my classes.,forced me to play for the school football team,gave me a free burrito
n/a,The boys favorite football team is eliminated from playoffs. He,n/a,wishes they had played better.,hopes they win their next game.,wanted them to lose.,doesn't watch football.
n/a,Sally was concerned about John's state of mind after he,n/a,cut off all of his fingers.,obeyed traffic signals while driving.,completed his degree in psychology.,purchased flowers at the store.
n/a,Shaggy and Scooby were fighting with each other. Scooby,n/a,was mad Shaggy ate all the snacks.,likes peanut butter.,doesn't know where Fred went.,wanted Shaggy to watch television with him and Shaggy happily agreed.
n/a,They described Tommy as a Monday Morning Quarterback. Tommy,n/a,often criticized others from a position in hindsight,played on a football team on Mondays,was a quarterback but played only on Mondays,was a huge guy who could be a quarterback
n/a,"I left my keys in my room so I can't get into my house, then I have to",n/a,call my roommate for help.,hit the door fiercely.,jump up and down.,run away and scream.
n/a,There is a line outside of best buy. The people,n/a,are waiting to shop for some sale items.,are trying to find the way home.,are enjoying a nice steak that is on sale today.,are attending a lecture at school.
n/a,Dan is a moth. Dan,n/a,likes lights,hurts walls of passion,is a dog,oranges
n/a,John is a horrible programmer. He,n/a,does not know how to code.,codes like a professional.,is amazing at coding.,drinks soup.
n/a,Drake loves to hate-watch corny TV shows. So Drake probably,n/a,enjoys TV every now and then.,hates watching movies.,hates watching TV.,won't watch TV today.
n/a,Jasmine was born in the USA but lived in Germany as an adult after having grown up in Scotland. She most recently lived in,n/a,Saarbrucken,Philadelphia,Edinburgh,Xiamen
n/a,The men are sitting together at the church. The men,n/a,attending a mass.,singing in a band.,are studying together about physics.,are talking on the phone and cursing loudly.
n/a,Evan is in hospital. Terry,n/a,will take some flowers,will take some drug,will take some medicine,will take some pictures
n/a,Your friend bailed on you by not playing squash with you today at 6pm. Your friend should,n/a,buy you dinner.,beg with his knee on the ground.,say thank you.,take you to church
n/a,The chef wanted to make a Thanksgiving feast. The Chef,n/a,worked very hard to prepare a meal his family would love.,"hated making Thanksgiving foods, refusing to make Turkey or Pie.",had a passion for killing turkeys.,instead played the movie Ratatouille .
n/a,The boy runs across the field as a football flies through the air. The boy,n/a,catches the football as he jumps into the end zone.,takes a sip from his water bottle.,throws the football back to his partner.,does a victory dance since he has scored a touchdown.
n/a,A dog wags its tale in front of its owner. It,n/a,wants to play with its owner.,looks like a fish.,gets stabbed by a man.,gets to play with a police officer.
n/a,"Steve and his friends got pulled over by a cop and Steve lights a joint in front of the cop. Steve,",n/a,opened a can of worms.,cop the joint.,sprints forward.,"got pulled over, friends, cop."
n/a,John knew that studying was not for him. John,n/a,never goes to class.,finds his studies interesting.,studies day and night.,studies all the time.
n/a,A tree is struck by lightning and it,n/a,splits in two and falls over.,starts to cry.,becomes three new trees.,shatters into a million pieces like glass.
n/a,A father is mowing the lawn. He,n/a,can't wait to watch sports afterward.,uses the mower as a weapon in the war against the evil lawn.,trims the grass and then sets fire to the lawn.,is doing chores and wants to become a lawn.
n/a,"If a student wants to go to Japan, the student needs to",n/a,get a Visa.,eat some mochi.,eat ramen.,start watching anime.
n/a,"Benjamin believed the world would be better off without him, so he",n/a,planned to take his own life.,enrolled in a local dance class.,donated money to the World Wildlife Foundation.,purchased holiday decorations for his house.
n/a,Fish are swimming near the surface of the water. The fish,n/a,breach the surface.,reads a book.,breaches the surface.,watches television.
n/a,It's summer. The resort is cozy because,n/a,many people enjoy the golf range.,it's on fire.,it has a fireplace.,I'm a fire.
n/a,Coding of Amit is worse than that of Sam. Sam,n/a,is worse at coding than Amit.,is a dog.,is better at coding than Amit.,is a girl.
n/a,They family goes to the movie theater. They,n/a,can't decide what to see.,are actors in the play.,buy a movie and watch it at home.,make popcorn over a fire.
n/a,A stranger offers me a whiskey at the bar. She,n/a,wants to talk to me.,is not interested in me.,wants to drink it.,thinks I am ugly.
n/a,Timmy wanted to look at the stars in the night sky. Timmy,n/a,hiked out into an open field with his telescope.,slept until next morning.,closed his window.,pulled out his telescope to look at the sun.
n/a,A clown is at the circus. He,n/a,is preparing for tonight's show.,"smells of peanuts and popcorn, has a clown car that explodes, and lives underneath the circus.","honks his red nose, liberates an oppressed nation, and turns global politics into a circus.","laughs and chuckles, terrorizes kids in Derry, Maine, and retreats to the circus."
n/a,"He falls asleep in the bed, he",n/a,breathe steadily.,opens his eyes.,walks away.,tries to memorize his childhood.
n/a,A strict father learns that his son has been skipping class. The father,n/a,berates his son for skipping class.,tells him that he's doing a great job by skipping class.,jumps in glee.,buys his son a new car in celebration of his work.
n/a,The dinosaur was traumatized to see his baby being taken away by humans. He,n/a,charged towards them in anger,blamed it all on his partner,turned around and went back to his cave,danced about in joy
n/a,A girl was getting ready for school. She,n/a,picked out a sweater,put on her old prom dress,tied her socks,used a backpack as a hat
n/a,"It was raining outside, and my apartment is very old. I",n/a,saw water drip from the ceiling.,went to the beach.,went sun-bathing.,got evicted.
n/a,The runner is barely able to catch her breath after running three miles. The runner,n/a,drinks water.,wants to run another race.,starts to sprint again.,has a lot of energy.
n/a,"The people are having dinner, so",n/a,they are eating food.,they are playing golf.,the people are dancing.,the dinner is not ready
n/a,Sally was barking up the wrong tree when she asked Sam for help. Sally,n/a,was mistaken about Sam's helpfulness.,was a dog that woofed at a palm tree.,yelled at Sam.,knew that Sam could help her.
n/a,"Lucky is a small dog, it",n/a,sometimes eats vegetables.,is adopted by a cat.,is very friendly to bones.,likes to fly.
n/a,My sister cheated on her man. She,n/a,is not loyal,ate some pork,got a bad grade,bought a dog
n/a,Their grandmother passed away suddenly. They,n/a,went to her funeral.,went to her pass.,went to her lobster.,went to her her.
n/a,Tom is good at study. He,n/a,spent half an hours to understand a knowledge while others may need 10 days.,is very happy.,lost his mind.,spent half ten days to understand a knowledge while others may only need 1 day.
n/a,I go to Northwestern. I,n/a,study computer science.,"think the directions are north, then west.",dress warmly.,"say ""go cats"" first thing in the morning."
n/a,"The boy likes Sherlock Holmes, but not Arthur Conan Doyle. He",n/a,likes novels that consumes brain power.,likes violence.,likes machine learning.,likes Arthur Conan Doyle.
n/a,An officer shines a light in the driver's eyes. The officer,n/a,asks if they've been drinking.,shines a light into his own eyes.,drives him to the light.,drives into the side of a jail.
n/a,Jean Claude is talking to his son. He,n/a,is asking if he needs help with his work.,is talking about the potential of the Quantum Computation in a seminar.,is describing the reason why the American Society is confused about the upcoming elections.,starts violently hitting his child.
n/a,Joseph really hates economics and wants to switch majors. He,n/a,contemplates for a week before deciding.,wishes he wasn't a student,hates everything,decides to drop out of college
n/a,"I go out dancing every day unless it is a Saturday. Hence, I",n/a,do not dance on Saturday.,dance like crazy.,dance on the weekend.,enjoy the weekend.
n/a,A girl finishes her homework assignment. She,n/a,gives a sigh of relief.,writes her name on a clean sheet of paper.,gives herself a homework grade.,submits selfies to her professor.
n/a,A thug starts a fight with the bartender over a bar tab. The thug,n/a,starts yelling foul words,drinks the bar tab,drinks the bartender,hugs the bartender in fit of furious passion
n/a,A man wants to become a vegan. He,n/a,wants to help animals.,thinks his life is aimless.,can fit his whole fist in his mouth.,feels the pressure to graduate next year.
n/a,An athlete is playing football. He,n/a,looks at the scoreboard and hopes his team can come back.,runs halfway across the field while singing Broadway songs to the football.,"Gets the touchdown, eats his helmet, and tells his coach how he loves football.","kicks a field goal, celebrates by transforming into a fish, and then quits football."
n/a,Ted was having problems getting his mouse to work. He,n/a,needed to replace the batteries.,had not fed it in a couple days.,kept injecting it with steroids.,ate it for dinner the previous night.
n/a,A man is observing his laptop screen. He,n/a,is reading an article from the Wall Street Journal website.,gets called by his wife for breakfast.,gets tackled by a police officer,gets hits by a truck while crossing the street
n/a,Tony hates Pepsi and he has water. Tony,n/a,drink water,eat food,drink Pepsi,drink code
n/a,John took her advice with a grain of salt considering she was also a new employee. John,n/a,didn't take her so seriously.,tried to find other spices in his house.,seasoned his meal with salt.,believed every word.
n/a,It's been raining all week. Ellie,n/a,doesn't need to water her plants.,is collecting each raindrop.,took all the rain so she can drink it.,has been swimming in her driveway because there's so much rain.
n/a,The professors have a meeting to discuss their students. They,n/a,try to find outstanding students for a project.,want their students to learn nothing.,don't know who their students are.,want their students to be miserable.
n/a,An architect is working on a blueprint. He,n/a,hopes his boss will like his design.,dreams up a building that only exists in the seventh dimension on the blueprint.,"breaks his pencil on the table, cries, and rips up the blueprint.",constructs an imaginary world of candy skyscrapers on the blueprint.
n/a,The girl jogs through the park. She,n/a,stops to take a drink at a water fountain.,begins brewing a cup of coffee.,turns on her left blinker and runs into the left turn lane.,throws a frisbee with her friend in the park.
n/a,Eric's classmates are meeting at a bar after class and invite him to join.,n/a,He politely declines and goes home to sleep.,Eric develops spider-like powers and begins to fight crime.,Eric goes to London.,Eric wakes up.
n/a,Tom was crossing the street. He,n/a,was in danger.,was sent to the hospital after hit by the plane.,is the street.,was caught because he saw the green light.
n/a,"Beijing is the capital of China, and Beijing",n/a,is better than Shanghai,is the home of Sushi that serves on china,don't have tea,is in California
n/a,"The conductor said to the orchestra ""Play it softly!"". Jenny the flute player",n/a,softly blew into her instrument.,played baseball with the conductor.,started playing Nintendo Wii.,hushed her voice and talked to her friend.
n/a,A girl keeps on pulling my leg. The girl,n/a,needs to learn how to be honest,then tries to pull my arm,then pulls my other leg,wants to play
n/a,"My friend started driving his car while wearing a hat with the words ""the influence"" on it. He",n/a,made it home on time.,"got pulled over by the police for driving under ""the influence"".",suddenly had his car stolen by the FBI.,turned his car into a giant robot.
n/a,The woman is now blow drying the dog. The dog,n/a,seems increasingly happy as his sogginess decreases.,is live tweeting the action.,is preparing to take the GRE.,isn't necessarily a professor of neuroscience.
n/a,The juggler hated juggling. The juggler,n/a,quit his job and did something else.,kept juggling frequently at a local circus.,is the best at juggling in the world.,had three lovers.
n/a,A child is at the playground. They,n/a,want to play video games when they get home.,"climb the jungle gym, transform into a baseball, and roll to the next playground.","slide down the slide, turn 80 years old instantly, and swing on the swings at the playground.","loves the seesaw, but nonetheless prefers to jump 9000 feet in the air at the playground."
n/a,A woman is getting it on with a man in a room with a glass door refrigerator with ice-cream. The couple,n/a,couple moan.,turns off the refrigerator.,walks a dog in the corridor.,couple eat ice-cream.
n/a,The lady hits her cat. The cat,n/a,screeches.,falls asleep.,purrs.,poops.
n/a,"The three sisters all have the same hair color. The eldest sister has blond hair, and the youngest sister",n/a,has blond hair.,has no hair.,has black hair.,has red hair.
n/a,I dropped my phone on the sidewalk. The phone,n/a,is cracked.,is signaling left.,is drawing with chalk.,is flying.
n/a,The cheetah stalks the gazelle. The cheetah,n/a,bites the gazelle.,yells at the gazelle to stop moving.,shoots the gazelle with the revolver.,asks the gazelle to fall down and die.
n/a,A butcher is preparing a steak. He,n/a,owns a popular shop down on Main Street.,"separates the fat from the meat, and rubs his face on the steak.","prefers to make burgers and sausages, so he screams at the steak.","mainly butchers pigs, cows and dinosaurs to make a great steak."
n/a,"In a cafeteria, someone holds a combination tray and bowl in one hand. With the other, he",n/a,struggles to serve himself food with chopsticks.,glances around and studies the photo of the blonde someone.,heads into his own study.,"opens the wall , revealing an expanse of bed within."
n/a,Hillary had twins. Hillary,n/a,has two babies,has dogs,has a baby,has six babies
n/a,The flu was spreading quickly in my school. The nurse,n/a,says to wash your hands.,says to go shopping.,wants to get sick too.,recommends candy.
n/a,A nail is made in a factory. The nail,n/a,protects your fingers.,grows slowly.,is made out of steel.,is a part of your finger.
n/a,My house's air conditioning broke down. I,n/a,went to the pool to stay cool.,failed my exam.,took a private jet to the North Pole.,bought some avocados.
n/a,The boy closed his eyes and made a birthday wish. The boy then,n/a,opened his eyes and blew out candles,closed his eyes and sang a birthday song,opened his eyes and smashed the cake,opened his eyes and ate the candles
n/a,The painter looks out on the hills. The painter,n/a,dips his brush.,yells hello to the hills.,paints the prison cell wall.,dips his paint into the brush.
n/a,A boy is holding a pack of baseball cards.  He,n/a,opens the pack and begins looking through the cards.,uses a microscope to investigate cultures on a slide.,likes them because he enjoys following basketball.,puts the pack into boiling water in order to preserve the quality of the cards.
n/a,John has been waiting all day for Adidas to release their new shoes. He,n/a,quickly runs to the store after work to get in line to buy the new shoes.,gets a deal with Adidas to make commercials.,plays soccer.,gets free merchandise for being a good fan.
n/a,The man is driving his car. He,n/a,turns on his blinker and merges into the left lane.,washes his hands thoroughly so as to drive away bacteria.,roasts marshmallows on the fire.,"reads his book carefully, so he doesn't miss any details."
n/a,The university decided to close the library during the weekend. Many students,n/a,have to study at home.,drop out.,get a good grades.,broken into library.
n/a,Kelly wants to burn some calories.,n/a,She goes for a walk.,She sleeps.,She lights up a candle.,She pushes her car around.
n/a,A girl is trying a violin. Her mother,n/a,is watching her play.,is talking on the phone.,is yelling at her.,is waiting at the car.
n/a,Moths are a common species of insects. Moths,n/a,like lights.,are dogs.,hurt walls of passion.,oranges.
n/a,A woman who likes being outdoors is asked to go on a camping trip with two obnoxious coworkers. She,n/a,declines to go on the camping trip because she dislikes them.,jumps up and down the stairs.,starts juggling for the coworkers.,accepts the invitation because she likes them.
n/a,It is cold outside and snowing but you need to go to class. You should,n/a,wear a jacket before going out,just go outside because you are hot already,skip classes and stay inside because it is warm,wish the weather was hotter
n/a,Tim is ten. Tim,n/a,was 9 last year,is eleven,is twelve,turn ten in five years
n/a,John hit the nail on the head when he answered the teachers question. John,n/a,answered the question exactly right.,answered the question incorrectly.,hammered a nail into the teacher.,build a house using a hammer and nails.
n/a,A driver likes speeding and sees a police car in a couple of hundred meters. The driver,n/a,gets a ticket.,loves his fast dog.,kisses his wife.,also likes police cars.
n/a,Jasmine was born in the USA but grew up in China. She was most recently from,n/a,Xiamen,Saarbrucken,Philadelphia,Edinburgh
n/a,One of the cause of economic recession is,n/a,depression in low interest rates,depression because everybody has lot of money,depression of single individual,depression in inflation
n/a,We learned about the Squeeze Theorem in class today. It,n/a,has applications in function limits.,showed me how to do the wave.,is extremely useful in literature analysis.,taught me how to squeeze an orange.
n/a,Kelly told Kevin they'll talk about it down the line. They,n/a,will talk about it in the future.,love their dog so much.,are lining up at a restaurant.,are in a queue.
n/a,A man gets a sunburn. He,n/a,puts aloe on it.,keeps poking it to feel pain.,is in pain for a month.,turns purple.
n/a,Jace held his tongue in this situation. Jace,n/a,didn't want to say something bad,thought it was heavy,lifted his tongue with his hand,put his tongue between his fingers
n/a,A dog that likes cats sees a little kitten and runs after the kitten in order to play with her. The dog,n/a,loves the cat.,jumps like a kangaroo,leaps through the air and catches the frisbee in its mouth.,flies through the air
n/a,The man went on a run with his dog. The dog,n/a,got tired halfway through and laid down to take a nap.,waited at the door for his owner to return.,began to brew a cup of coffee.,turned on his blinker and switched into the left-hand lane.
n/a,Mother began to fire up the stove to,n/a,begin cooking dinner.,boil some spoons.,set off the alarm.,signal for help.
n/a,A man is walking across the green toward his golf ball.  He,n/a,squats down and tries to gauge the break on his putt.,draws a diagram showing how the system will perform when deployed.,throws the frisbee to his partner.,lays down on the green and tries to get some sleep.
n/a,A man visits his father at his retirement home. His dad,n/a,wants to go get fast food for lunch.,fought in the Civil War.,was too busy working at his job.,once ate a goldfish whole.
n/a,He decided that the speaker was worth her fee. He,n/a,agreed to have her come to campus.,bought a new high-definition television on sale.,wired up his house for stereo sound.,bought a set of them.
n/a,"The man was smoking inside the building, which was against the rules. He should",n/a,walk outside and do it there.,run across the building to get food.,call his friend to say hi.,eat dinner and go to class.
n/a,The skeleton told a joke. The skeleton,n/a,wanted to be humerus.,then got into his car.,then flew into the air.,suddenly became a giraffe.
n/a,Donald Trump is meeting French Prime Minister. Putin,n/a,is very interested in this action.,reports to the UN.,wants China's help.,doesn't care about this.
n/a,Just after me and Alex saw the movie Alex looked at me and gave me a thumbs up. He,n/a,thought it was good movie.,wished he saw another movie.,believe the movie was terrible,wants to go to sleep
n/a,The archer shot the arrow at the target with his bow. He,n/a,got a bullseye.,used a gun.,loves horses.,has back problems.
n/a,The robber opens the register. The robber,n/a,grabs the cash.,shoots the cash.,eats a criminal.,shoots the register.
n/a,Most birds can fly. Penguins are birds and they,n/a,can't fly.,are not afraid of coldness.,eat fishes.,can fly.
n/a,A plane is flying level and seemed about to turn. Its,n/a,nose went up.,head was bobbing up and down.,left indicator was switched on.,stomach didn't sit well with the turn.
n/a,The toy rolled off the shelf because it wasn’t,n/a,level,partial,an elephant,biased
n/a,Brian cooked roast lamb in the oven for too long and could smell it burning. Brian,n/a,had to start over.,gave it to a cow to eat.,ate the oven.,washed the lamb in the bathtub.
n/a,A man is sitting in front of a plate of fish. The man,n/a,picks up his fork.,swims underwater.,catches another fish.,breathes through its gills.
n/a,A bartender is serving a cocktail. She,n/a,is impressed with the crowd tonight.,mixes vodka and gin with barf to create the cocktail.,has worked at the bar for so many years that she has transformed into an actual cocktail.,stirs and shakes the drink and then makes small-talk with the cocktail.
n/a,A man is flying through the air wearing glider wings. He,n/a,banks left.,is killing it.,is winging it.,is lit.
n/a,Kelly has a drama channel on YouTube and she loving spilling the tea. She,n/a,has a lot of information and resources.,visits Starbucks regularly.,should not be so clumsy.,loves Chai Latte.
n/a,"The judge supervises the routine of the gymnast. Then, the gymnast spins",n/a,to do his routine on the bars.,holding the higher bar and jumps stand on the mat.,flips and the gymnast does cartwheels.,to leave hands and lands in a high fall throw.
n/a,Tina was lying on the beach. Tina,n/a,was sunbathing.,was running.,was walking the dog.,was surfing.
n/a,The university ran out of money. It,n/a,decided not to have an ice skating rink.,can't pay for dinner.,spent all its money on a new car.,put its money in a piggy bank.
n/a,I ate a burrito that has been sitting out on the counter for a long time. I,n/a,am starting to feel nauseated.,feel hungrier than before.,sat on the counter to understand the perspective of the burrito.,am a burrito myself.
n/a,The boy casts his net into the ocean and catches a fish. The boy,n/a,reels his net back in,swims down a waterfall,eats plankton,breathes with its gills
n/a,The police operation was encumbered by crows of reporters. The police,n/a,told them to go away.,shoot at the reporters for no reason.,called an ambulance.,arrested the thief.
n/a,A student is riding the bus to school. She,n/a,waves to her friend out the window.,wakes up from her dream and realizes it's a weekend.,answers the teacher's question and passes the test.,commandeers the bus and goes to the beach.
n/a,A mobster threatens to destroy an old man's treasures. The old man,n/a,begs him to stop.,breaks out into song.,makes the mobster dinner.,calls his dog for advice.
n/a,A dog and a cat and a horse are land creatures. They,n/a,do not have gills like fish.,all have the same speed.,fly through the air.,all have the same size.
n/a,"The machine learning class is there on Monday. Today is Monday,",n/a,so there will be a class.,so there will be an Artificial intelligence class today.,so there will not be any machine learning class today.,so there will be no class today.
n/a,I have an Android but wanted an Apple. I,n/a,think the camera quality is most important.,told my android to destroy the apple and then eat it.,visited the grocery store.,bought a robot.
n/a,He's had a lot on his plate this quarter. You should,n/a,cut him some slack,give him more work,point out his failures,be harsh on him
n/a,A bodyguard stands near the VIP actress. He,n/a,would do anything to protect them.,"will protect them under any circumstance, except if he wanted to tackle the VIP.",feels safe with her proctection.,cares about safety and security and punching the VIP.
n/a,The wind whistles through the trees. A leaf,n/a,flutters on its branch.,stays in its seat.,listens to the melody.,puts on headphones.
n/a,The dog and his annoyed owner walk through the park. The owner,n/a,yells at the dog for going to the bathroom.,stops to pet another dog.,smiles at the dog.,throws the dog a frisbee.
n/a,"The swim event begins at the blow of a whistle. At the sound, the swimmers",n/a,begin their laps as fast as they can.,think the whistle is calling them home and they fly into space.,scream at the top of their lungs to drown out the sound of the whistle.,decide to invite the whistle and the other swimmers to a tea party.
n/a,The woman called home. She,n/a,asked to speak to her mother.,was out of quarters.,was calling from a spaceship.,had just run out of batteries in her cellphone.
n/a,"After the secretary was fired from her job, she",n/a,packed up her belongings to leave.,called the fire department.,began to stoke the flames.,threw water onto it.
n/a,"He can't eat sushi or sashimi, but he can eat ramen. He",n/a,is allergic to seafood,eats everything,doesn't like to eat,doesn't like Japanese food
n/a,Archibold is a butler. Archibold,n/a,serves dinner,goes to butler,feeds giraffes dogs,but heard
n/a,John bought a ring for his girlfriend. He,n/a,gave the ring to her.,threw out the ring.,burned the ring.,wore the ring himself.
n/a,"The boys enjoys investing in stocks, not bonds. He",n/a,enjoys winning in market.,enjoys losing money.,enjoys investing in bond markets.,enjoys bankruptcy.
n/a,The juggler knew that juggling was not for him. The juggler,n/a,quit juggling and did something else.,juggled three lovers.,juggled frequently at a local circus.,was the best at juggling in the world.
n/a,Samantha knew that her math homework was not rocket science. Samantha,n/a,knew it wasn't too complicated.,gave up and got an F.,threw her homework in the garbage.,payed someone else to do her homework.
n/a,I liked a girl in my class and wanted to take her to dinner. I,n/a,take the plunge and just ask courageously,profess my love for the diner,profess my apathy for the girl,take the dinner to the girl
n/a,Dan is a moth. He,n/a,is drawn to lights.,hurts walls of passion.,is a dog.,oranges.
n/a,Dan is creating a new Python library. He,n/a,writes code.,raises pet pythons.,catches snakes in the Amazon rain forest.,puts books about snakes onto his bookshelf.
n/a,A bottle full of water is standing on a table when suddenly a severe earthquake begins. The bottle,n/a,dances on the table.,walks to a safer space.,stops the earthquake by singing shakily.,loves frisbees.
n/a,The man is sitting on a chair. The man,n/a,He is tired from standing. ,He is walking to a lecture.,He is running a marathon.,is playing soccer.
n/a,My relationship with my teacher is not very good. He,n/a,intimidates me.,gives me good grades.,is my father.,is very kind.
n/a,The farmer needed help with his taxes. The farmer,n/a,decided to hire an accountant.,"fed his cows first, chickens second.","really enjoyed his life on the farm, tending the livestock.",ate corn and wheat products.
n/a,"Unlike Amit, Albert likes to study, Albert",n/a,studies more than Amit.,studies less than Amit.,likes to live life to its fullest.,likes to party.
n/a,A crowd of runners are gathered near the starting line prior to starting a race. They,n/a,prepare to sprint forwards,each wash their hands,signal left and move into the passing lane,"turn away from the starting line and relax, as the race is about to end."
n/a,My car was rear-ended. I,n/a,exchanged insurance.,got a ticket.,sold my car.,"went in my trunk, un-dented my car, and drove away."
n/a,A man's boss walks into his office with giant stacks of paper. Then man then,n/a,cringes as he knows his boss will need him to stay late yet another day.,calls his mom to say he has giants now.,whimpers as he is eaten by the stacks of paper.,calls his mom to tell her that he now has stacks of paper.
n/a,John swims faster than Michael Phelps. He,n/a,broke the 200 fly world record.,swims at the state level.,drowned for no reason.,swam slower than a high schooler.
n/a,The hunter took out his bow. The hunter,n/a,aimed it at the deer.,aimed it another bow.,aimed it a hunter.,smiled at a cloud.
n/a,The student is doing his homework. He,n/a,brews a cup of coffee to stay awake.,puts on his blinker and merges onto the highway.,kicks a soccer ball with his friend.,swims in the lake until he gets tired.
n/a,two plus two is,n/a,four,two,eleven,three
n/a,The man is listening to his headphones. The man,n/a,is trying to study. ,is having a conversation with someone in front of him.,is trying to teach students.,is in the shower.
n/a,"Mary is tired. Mary,",n/a,makes herself a coffee.,changes the tires on her car.,Mary.,Mary dog tired dog Mary Mary.
n/a,The police officer is patrolling with his guard dog. The dog,n/a,is there to smell for drugs.,secretly becomes a police officer at night.,thinks that the officer wants to strangle him.,runs into the fire.
n/a,The man was scuba diving 3 miles underwater and he felt very homesick. He,n/a,Cried in his scuba mask.,Signaled left and moved into the passing lane.,Instantaneously died.,Picked up his cell phone and called his mother.
n/a,"I'm so jealous of the Joneses, but my wife keeps saying that the grass is always greener",n/a,on the other side of the hill,when you water it properly and take care of it.,when you don't live in Arizona.,when you steal your neighbors grass
n/a,My university is ten mins walking from home. My University,n/a,is walkable from my home.,is in a different town.,not in the city.,is very far from my home.
n/a,A person begins hormone treatments. They,n/a,begin to grow facial hair.,like the idea of communism but isn't sure it will work in practice.,considers patent leather a sin.,want to go to school for criminal justice.
n/a,You don't know what to write for your essay. You should,n/a,brainstorm ideas,write a different essay instead,pay someone to write it,write an essay about a topic you do know about
n/a,A cat enters a football field. It,n/a,is chased out.,records the yardage.,throws a football across the field.,scores a touchdown.
n/a,The hardworking student finds it very hard to come with examples to train the machine learning system. The student,n/a,is doing a tough job,hates to catch the train in the last minute,is interested to be a gym trainer,likes learning systems
n/a,Harry drank an excessive amount of alcohol and started losing consciousness. He,n/a,had no memories of the next few hours.,drank even more alcohol.,said drinking is bad for health.,started partying.
n/a,the room is very small but,n/a,warm,big,cold,large
n/a,The teacher is teaching the kids calculus. The teacher,n/a,engages the students well.,never teaches anyone anything.,is arguing with her husband over the phone.,is doing calculus at home with headphones on.
n/a,John walks into a restaurant before it opens. John,n/a,gets everything ready for the customers.,orders a burger.,waits to be seated.,looks at the restaurant's menu.
n/a,Sally can't fall asleep. She should,n/a,take melatonin,just not sleep,take a bath to wake up,sleep next week
n/a,one plus seven is,n/a,eight,seven,one,two
n/a,I always want the best of both worlds. I like to,n/a,find an optimal blend of ideas.,crush the bones of my enemies to dust beneath my heel.,think about world geography as it compares to another world's landscape.,eat both of them.
n/a,Cricket is played with balls and bats. If you have bat and ball then,n/a,we can go for a game.,we can go to the library for playing cricket.,we can not play cricket.,we can go for dinner.
n/a,Jenny needed to kick her habits. Jenny,n/a,had some nervous ticks to get over,left the habits with a bruise,wanted to beat up her habits,assaulted her habits
n/a,"The race car was very fast, but it was not faster than a",n/a,jet.,large turtle.,a fast cheetah.,man running.
n/a,A runner is sprinting towards the finish line. He then,n/a,"smiles as he finishes the contest in first place, far ahead of all other competitors.",started playing a drum set.,sprints across the finish line as the gunshot sounds to start the race.,turns to his opponent next to him and shakes his hand.
n/a,"Tom warned his son by saying ""curiosity killed the cat."" Tom",n/a,was telling his son to stop being so curious.,was teaching his son about the cats death.,used a previous cat as an example of curiosity going wrong.,told his son to adventure however much he wants.
n/a,A girl saw a centipede on her bed. She,n/a,screamed.,has a pet centipede that she keeps in her closet.,knows that centipedes are an insect.,doesn't like her bed much because it is too hard.
n/a,The weightlifter puts down the weight. They,n/a,shower and get changed.,pick up another weightlifter.,bite the weight.,throw the weight at the gym entrance.
n/a,The man grabs a brush and paints the pumkin with black and red paint. the man,n/a,puts lights inside the fruit he colored.,covers the canvas with ink while still talking.,talks as the boy continues to paint the fence.,put cement on the seats before walking away.
n/a,An old man watches a baseball game on television. The old man,n/a,celebrates as the home team wins.,makes money.,opens a bank account.,hits a home run.
