id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,The man wears a suit for his interview. He feels,n/a,well dressed,like he is wearing a tight dress,like he is about to cry,tired
n/a,"In the football game, the quarterback took the snap from the center. He",n/a,dropped back and scanned the field,threw a penalty flag,ran all the way out of bounds,sat down in the grass
n/a,A magician performs his next magic trick. He,n/a,pulls a rabbit out of a hat,points to New Zealand on a map,guesses each audience member's social security number,pours magic gasoline on the venue and sets it ablaze with a mystical lighter
n/a,A bug that is covertly planted is,n/a,a wire.,an insect.,a glitch.,a virus.
n/a,A cat rests on the shelf. It,n/a,stretches as it wakes from its nap.,"purrs softly, tells its owner to buy more Meow Mix, and floats off the shelf.",wags its tail and begins to eat the shelf.,"is composed of living, breathing catnip that is sitting on the shelf."
n/a,A man wears a dress. He,n/a,is in drag.,is interested in studying biology.,wishes to find true love.,will apply to graduate school next fall.
n/a,Sage likes cooking but is bad at it. She should,n/a,practice cooking more,never cook again then,quit cooking early and find something she is good at,pay someone to cook all her meals for the rest of her life
n/a,Timmy had many empty boxes. He,n/a,built a fort with the boxes.,opened and closed them several times.,ate them for dinner.,filled the boxes with fire.
n/a,The dancer reluctantly takes the stage as a song begins to play. The dancer,n/a,has stage fright.,is eating her lunch.,takes a nap.,loves the dance.
n/a,The kid was next up at the spelling bee. He,n/a,was sweating,flew away,got some honey,got stung
n/a,"Unlike noodles, pizza tastes good. I",n/a,like pizza.,like noodles.,do not like pizza.,never tasted pizza.
n/a,California wildfires have gotten out of control in 2018. The fires are a result of,n/a,global shifts in temperatures.,Californian celebrity diets.,California's 2018 decision to legalize marijuana,they named their new hockey team the Wildfires.
n/a,I tried to teach my gecko how to program so that she could do my EECS 349 homework for me. She,n/a,crawled all over my laptop.,"passed some of the coding tests, but not all of them.",told me that I should do my own homework.,successfully finished my coding homework.
n/a,"A mom decided to surprise her son with a birthday cake for his birthday. To prepare, she",n/a,found a recipe and cleaned off the counter.,put on her swimsuit and applied sunscreen.,threw the tennis ball back to him.,drove to Best Buy to pick up her new TV.
n/a,A women is holding a baby in the park. An old lady,n/a,smiles at them.,wants to take the baby away.,talks to her son to have a baby right now.,is bathing the sun in the park.
n/a,the whale was grateful for the fisherman for removing a harpoon from its body. The whale,n/a,"swims around the boat, occasionally surfacing","stabs the fisherman with the harpoon and screams ""Boo-Yah""",waves at the harpoon for removing the fisherman,swims away with the harpoon
n/a,I like to knit. I,n/a,made a hat.,played my needles.,knitted a ball of yarn,broke a hat.
n/a,Someone is going up the stairs. They,n/a,trip on the second step.,break the railing.,make the stairs into a ramp.,"don't know how to use stairs, only elevators."
n/a,Rose sees a car driving along the street. She,n/a,wonders where it is going.,signals a left turn.,changes lanes.,stops at the stop sign.
n/a,The smith had an old and rusty knife. The smith,n/a,sharpened it with a whetstone.,put it onto the stove.,polished it with some peanut butter.,cut some vegetables with it.
n/a,It is raining outside. I,n/a,will stay at home.,like the weather.,don’t need the umbrella outside.,will go to the playground.
n/a,"Realizing that his wife was under the weather, Steve",n/a,helped her to feel better.,contacted the local meteorologist.,"decided to get a new, better wife.",sought revenge against the clouds.
n/a,one plus six is,n/a,seven,eight,one,six
n/a,A man in a chef's coat is standing in a kitchen talking to the camera. A pancake,n/a,is shown with syrup being poured on it.,is covered with candles in front of a large kitchen.,is played in a kitchen sink.,appears in a pan next to the dog.
n/a,"I used to love driving cars but last year I had a near fatal accident. Since then,",n/a,I haven't driven a car.,I drive faster.,I don't care.,I like driving cars.
n/a,"Joe was taking a test, and he was really in a pickle. He",n/a,was in a great deal of trouble.,leaped through the air and caught a frisbee in his mouth.,climbed out of the pickled cucumber.,went shopping.
n/a,My friend recently got his vasectomy done. He,n/a,was willing to take this responsibility for his family,started working out,was not confident about his choices earlier,caused a lot of pain to his loved ones
n/a,The padre was cajoling Anne to meet him at his place after the mass. He,n/a,had to be careful of anyone overhearing him,was inviting fairies over for a party,was an honest snake charmer,couldn't afford to lose his title
n/a,A man is running across a street. The man,n/a,The man is chasing his dog.,The man is looking at the traffic light.,The man is sleeping on the ground.,The man is sitting in a restaurant.
n/a,A boxer picks up his jump rope. The boxer,n/a,starts to jump.,kills his jump rope.,punches his opponent.,jumps on his opponent.
n/a,"My friend was having a tough time at school. I said hang in there,",n/a,you'll make it through,and keep hanging,and don't drop down,and untie the knot
n/a,The man puts on his jacket. The man,n/a,is trying not to freeze.,is looking for food in his fridge.,pets his dog.,is playing frisbee with his mouth.
n/a,"Sarah is pretty ugly, so she decided to",n/a,put on more makeup.,picked her nose.,paint her water bottle a shade of pink.,wash off her makeup.
n/a,"At the front door, someone takes out his tube of shrinking paste. Shaking his head skeptically, someone",n/a,twists the cap off the tube.,glances aside for the old kitchen.,offers his own cash.,opens it and takes out the spray bottle.
n/a,The people ran into a bar. They,n/a,had a bunch of drinks,fell over,made the bed,fell in love
n/a,"Thomas's friend is blind, so to have fun they will",n/a,listen to music.,watch the sunset.,go for a bike ride.,go to the movies.
n/a,A dog sits by the ocean. The dog,n/a,wags its tail.,applies sunscreen.,makes money.,teaches a class.
n/a,The boy loves playing basketball. He,n/a,didn’t expect to sprain his ankle last Friday.,got excited and aced the machine learning exam on Friday.,plays video games from morning to night and loves it.,becomes very good at playing the piano.
n/a,"He is taking a math exam in the classroom, he",n/a,tries his best to finish it.,plays the video game.,chats with his mother.,returns home.
n/a,A dog walks down the street. He,n/a,chases a squirrel.,sleeps at night.,waves hello to his neighbor.,considers his grocery list.
n/a,The dog is barking at Alex. Alex,n/a,doesn't seem afraid because he loves dogs.,is happy because he is afraid of dog.,likes to bark.,is barking at the dog.
n/a,The husband was unemployed and didn't go to work. The husband,n/a,stayed at home to cook meals.,went to work.,supported the family with his salary.,enjoyed the health benefits of employment.
n/a,Two elephants are behind a large fence in a zoo while people look on. The animals,n/a,look somewhat bored.,cheer for the elephants to start running.,are deep within the African jungle.,elevate for a spectacular reverse dunk.
n/a,The fox jumps over the dogs. The fox,n/a,runs away.,punches the woods.,eats a tree.,picks up the dogs.
n/a,there are some big countries like china and,n/a,usa,beijing,korea,chongqing
n/a,"There are so many excellent software companies, such as Facebook, Microsoft, Twitter, and",n/a,Yelp,Microsoft,Facebook,Twitter
n/a,"One of the major ways that dogs and cats tend to differ is in their attitude toward taking baths. We think of dogs as being pretty cool about baths, and cats as",n/a,hating them,being pretty cool about baths,differing,loving them
n/a,The bear caught a fish from the stream. The bear,n/a,took the fish back to its cubs.,lit a fire to cook the fish.,left the fish on the bank of the stream.,threw the fish back into the stream.
n/a,U.S. government attempts to quantify the costs and benefits of protecting the country’s bodies of water are likely undervaluing healthy lakes and rivers. U.S. government,n/a,failed to evaluate healthy lakes and rivers.,spent money on protecting the country's bodies of water.,undervalue the cost of protecting the country's bodies of water.,likes healthy lakes and rivers
n/a,A dog is sitting on the ground next to the words Dog Training. A dog,n/a,"is seen lying on the living room floor, running in his sleep.",runs out and comes onto several stairs.,is walking in a large dog.,hops up and grabs her dog off while a woman right behind her.
n/a,The test tube held the remnants of the debris of the experiment. The test tube,n/a,was cleared of the remnants with filtering.,"awaits the arrival of Elon Musk's new business, which promises to transport riders via an underground tube at high speeds but has yet to be rigorously tested.",went to the church later that week.,"fell down the mountain, since it was unable to ski well."
n/a,A man is buying a banana at the market. He,n/a,looks for his credit card.,reads a newspaper.,gives the cashier ten million dollars.,grows a banana tree from his ears.
n/a,The family eats dinner together in the dining room. They,n/a,pass each dish to each other.,pass the dishes around the kitchen island.,put their dishes in the dishwasher before eating.,want to say a prayer to express their dislike of the food.
n/a,He dribbles the basketball carelessly. An opposing player,n/a,steals the ball.,trips and falls.,tackles him.,dives.
n/a,John is polyamorous. John,n/a,juggles multiple lovers.,thinks love is madness.,loves only one person.,never cheats on his wife.
n/a,Steph likes everything about Northwestern University. Steph,n/a,enjoys his classes.,wants to buy the university.,eats so much food.,is always hungry.
n/a,Adidas is offering promotions today only. The customers,n/a,are searching through their store.,are driving to Los Angeles.,are talking to each other.,are planning dinner together.
n/a,I used a telescope to see,n/a,something far away.,a lens.,under the planet’s surface.,something that is close.
n/a,Jim stole Kelly's thunder during the presentation. Jim,n/a,took credit for something he didn't do.,was afraid of lightning.,shocked everyone by baking a cake.,zapped Kelly.
n/a,"The boy loves Chinese food, not Indian food. He",n/a,orders Chinese food often.,likes eating Indian food with Indian friends.,likes Indian curry a lot.,eats a lot of Indian food.
n/a,"The plane was taxiing on the runway. Inside, the woman",n/a,fastened her seatbelt.,pontificated on the merits of veganism.,took out her can of spray paint.,began her avionics experiment.
n/a,I bought a new computer. It,n/a,runs really fast.,is an evil computer.,told me to go buy another computer.,started doing my homework for me.
n/a,A man wanted to make peace with his brother. He,n/a,apologized for everything he had said.,dug a hole in the backyard.,started to look for a shovel.,bought a tomahawk.
n/a,He drove away from his childhood home to begin his,n/a,new career.,life on Mars.,road trip to his childhood home.,pancake.
n/a,"I did not get a job I wanted, but I think it was a blessing in disguise. I",n/a,realized the company is dying.,received the job.,went to the office.,dressed up for Halloween.
n/a,A mom takes her sons to a movie. They will most likely not see,n/a,an R-rated movie.,a G-rated movie.,a PG-rated movie.,a movie about superheroes.
n/a,A man gets pumped up to do a long jump then does it. Others,n/a,do a routine in the field.,look at him in awe and rush to their homes feeling hungry.,prance around as others follow them.,"maneuver three legs up, then flip over the trampoline, using kicks and feet from doing together."
n/a,A chemistry lab technician is doctoring some test results. He,n/a,is caught by his supervisor and fired.,passes the test with an A+.,tests the uranium for viruses.,successfully saves the patient's life.
n/a,Roger Federer walks into the tennis court for the one last time. We,n/a,won't see him playing next year.,expect him to lose his last match.,won't see his match.,will see him next year too.
n/a,A man is walking a dog and carrying a cat. He,n/a,puts both animals in the back seat of a car.,puts the three animals in the back seat of a car.,puts the four animals in the back seat of a car.,puts the animal in the back seat of a car.
n/a,"Diego hates animals. Unfortunately for him, his family",n/a,planned a trip to the zoo.,made him eat meat.,decided to ground him.,planned a trip to the museum.
n/a,"I don't have a curtain in my living room, so every morning I am waken up by",n/a,the sunlight.,the curtain.,the window.,the clock.
n/a,You want to drink at a party but aren't of age yet. You should,n/a,wait until you're of age,drink modestly,drink at the next party then,drink because you want to
n/a,The boy came home crying. The boy,n/a,bombed a test.,donates to charity often.,made lots of friends.,had a fun day at school.
n/a,I just got my new smart phone and love it. Whenever I make a call,n/a,I can cancel it from my smartwatch if I want.,I cannot connect to the network.,I spin the dial to find each number.,a dog picks up the phone.
n/a,Ted decided to get a rain check on his date. He,n/a,called to postpone the date.,ran to the gas station to get a lotto ticket.,asked his boss if he could go to the skate park.,cashed the check at the bank that afternoon.
n/a,Kelly whipped out her card. She,n/a,paid her bill.,was making a cake.,was riding a horse.,loves whipped cream.
n/a,Jake and Ashley fights every day about Jake's ex girlfriend Martha. Ashley,n/a,wants to end the relationship with Jake.,wants to break up with Martha.,is Martha's friend.,likes fighting with Martha.
n/a,Alex would often play devil's advocate. He,n/a,argued the opposite side of many arguments.,took up knitting.,was a serial killer.,thought that Satan was correct about a lot of things.
n/a,John is visiting Mike's house. Mike,n/a,opens the door.,goes to John's house.,drives away.,rings the doorbell.
n/a,"An English teacher, Mary, got sick yesterday. Today she",n/a,stays home from school.,breaks one stone into pieces using a basketball.,takes her dog to see a veterinarian,goes to see the ill tiger in the zoo that is near a famous hospital.
n/a,Kelly has got an eye for art. She,n/a,paints a lot of paintings herself.,has perfect eyesight.,has blue eyes.,wears glasses.
n/a,"John, a runner, had always avoided cigarettes",n/a,because he wanted to remain in peak physical condition.,because brain cancer is life-threatening.,because John was afraid of putting things in his mouth.,because cigarettes can be expensive.
n/a,You didn't sleep at all the night before because you were studying for an exam. You should,n/a,make sure to get a good nights rest for today,treat yourself to a good meal,continue studying for the exam even if the exam is over,not sleep again tonight
n/a,Your girlfriend just broke up with you and you are heartbroken. You should,n/a,take time to heal,drink a lot to feel better,eat a lot of food so you are happy,go to a club to meet someone else
n/a,She reads a digest of the news every morning. She,n/a,likes to stay up to date.,is a dietitian.,chews on the news and swallows it.,gets a stomachache when she eats oatmeal.
n/a,Joe said the chemical reaction was dangerous. This caused Bob to,n/a,put on protective gear.,instantly die.,binge-watch all of Jojo's Bizarre Adventure in only a week.,think about his marriage.
n/a,Larry has 6 apples and gives half to Chris. Chris,n/a,has 3 apples.,has 5 apples.,has 2 apples.,has half an apple.
n/a,A passenger walks onto an airplane to China. He,n/a,lands in Xian 12 hours later,lands in Tokyo 15 hours later,does tricks in the air to entertain passersby,lands in Gwangju 10 hours later
n/a,"After crying for hours, Martha wanted",n/a,to dry her eyes.,to visit Neptune.,to slap children.,to drink her own tears.
n/a,Forrest can't stand people who cheat. That's why it's so hypocritical that,n/a,he copied his friend's answers.,he missed class today.,he didn't copy his friend's answers.,he studied all day.
n/a,A man is bending over a sink. He,n/a,is carrying a shaving machine with a pressure washer.,is trying to find the gem which fell from his ring.,"takes a rag from over the sink, putting it in his mouth.",is putting a pair of shaving glass on the side of his face.
n/a,"Once in a blue moon, the child",n/a,got to have a soda.,decided to turn the moon red.,landed on the moon.,became the night sky.
n/a,A banker counts his money. He,n/a,organizes the bills into stacks.,"eats it, opens a checking account, and regurgitates his money.","processes a deposit, kicks a chair over, and says he has no money.","worries about his financial situation, becomes a clown, and ends up with no money."
n/a,A herd of sheep moves across the farm. They,n/a,trod towards the river.,walk on two legs to the river.,walk on two legs slowly to the shepherd.,run backwards.
n/a,A programmer sits silently. He is,n/a,bottling up his anger.,bottling up ginger.,an anger.,a water bottle.
n/a,We are playing monopoly and it is my turn. I,n/a,roll the dice.,play my videogames.,dribble the ball and score.,curl up near the fire.
n/a,Evan is allergic to the fur of pets. Evan,n/a,cannot touch any kitties,has three dogs,has three cats,likes all kinds of pets
n/a,John wouldn't be caught dead doing that. He,n/a,hates that stuff,would be caught alive,be caught in a trap,would be killed
n/a,The father loves his daughter more than anything in the world. He,n/a,has strong paternal instincts.,loves chicken wings more.,does not have a daughter.,loves his wife more.
n/a,The puppy runs across the field. It,n/a,leaps for joy.,curls near a fire.,hits a home run.,swings at a ball.
n/a,Tommy threw his food in the trash. Tommy,n/a,was really disappointed in the food.,kept eating his food.,took out his rood.,is homeless.
n/a,The printer had received several print commands but had completely run out of ink. The printer,n/a,"needed to be attended to, if it was going to complete the requests sent to it.","was over three years old, with over 20,000 papers printed.",had worked wonders in the past on massive printing requests and continued doing so now.,continued printing papers with vibrant color.
n/a,Jimmy was beginning to feel a bit hungry. He,n/a,went to the store to get something to eat.,grabbed some food out of his wallet.,ate some finger jerky.,ate some food he printed out.
n/a,The man is at a party. He,n/a,downs four beers in ten seconds.,merges onto the freeway.,dances around the parking lot of Chili's.,purchases four beers at the store.
n/a,"Tom is concentrating on his homework, so he",n/a,does not want others to disturb him.,want to take a rest.,want to go out to play.,want to eat pizza.
n/a,The elephant cleans the mud off itself. The elephant,n/a,is clean.,breaks out into a dance.,buys a hotdog.,gets drunk.
n/a,A football game is in progress. A football player,n/a,passes the ball to a teammate,kicks the ball to practice,walked off the field,practices on the field
n/a,Jack dislikes basketball but he wants to keep exercising everyday. He,n/a,may prefer football or swimming instead.,breaks a stone into pieces with a basketball.,jumps from the ground floor to the fourth floor.,dislikes basketball and exercise.
n/a,"In an office building, a woman holds a cup of coffee and donut in one hand. With the other, she",n/a,picks off pieces of her snack and puts them into her mouth.,glances around the office to see if anyone is watching.,waves down a cab.,heads into the bedroom.
n/a,Karen begins hormone treatment. She,n/a,is transitioning.,thinks about becoming a small child.,plucks her eyebrows into thin little strips.,wants to begin classes this fall in order to study criminal justice.
n/a,8 divided by 2,n/a,four,ten,eight,two
n/a,Kieran is a puppy. Kieran,n/a,is five year's old.,is a giraffe.,digests metal.,is a robot.
n/a,"Ketchup dates back as far as 1600 AD, when sailors traveling to China discovered a sauce called ketsiap. It",n/a,was a sauce that was made out of soy or oysters and didn't contain tomatoes.,was easy to make ketchup boats during that time.,quickly changed ingredients to include sofa and toilet.,began the transformation to today's sweet potato in the late 1700s.
n/a,I bought a lottery ticket this morning at the gas station. I,n/a,need money for college.,use gas for my stove.,have a garden.,slept in until the afternoon.
n/a,A man loses consciousness as the doctor knocks him out to prepare for surgery. The man then,n/a,"wakes up, no longer having his wisdom teeth.",thanks the doctor for knocking him unconscious.,calls his mom to tell her that he will not be waking up.,calls his mom to tell her that he is knocked out.
n/a,Most household water is treated after use. The treated water,n/a,is returned to surface water systems.,removes all the waste and germs from our bodies,requirements have been estimated at around 50 liters per person per day.,can be used to throw on electrical appliances
n/a,I went ham on my bike this morning on my way to school. I,n/a,broke it.,will stop by the deli.,am a meat lover.,will grab a sandwich.
n/a,A natural disaster struck a town on a fault line. It was a,n/a,earthquake.,famine.,tsunami.,drought.
n/a,A child asks his parents for a pet monkey. The child,n/a,enjoys watching them at the zoo.,wants to pet cats and dogs at the park.,hates monkeys and pets.,is actually a pet monkey in disguise.
n/a,A man is running across a street. The man,n/a,The man is chasing his dog,The man is looking at the traffic light.,The man is sitting in a restaurant.,The man is sleeping.
n/a,I put a couple of mealworms into my gecko's food dish. The gecko,n/a,eats all of the worms.,yawns.,asks if I can put a couple more mealworms into her food dish.,complains that she is sick of eating mealworms.
n/a,"A hawk flies low over a field of grass, hunting for prey. The hawk",n/a,is suddenly attacked by a murder of crows.,inspects the field with a microscope.,burns the field.,is suddenly attacked by a mouse.
n/a,"Sachin is the best cricketer in the world, and Roger is the best tennis player ever. I like tennis a lot more than cricket. Hence, I like",n/a,Roger,Myself,Professor Doug,Sachin
n/a,I was at a baseball game last weekend. We,n/a,started a wave and watched it go around the crowd,saw an alligator smile.,yelled at all the bats flying around.,ate a birthday cake shaped like a hotdog.
n/a,A professor in math is answering a question. He,n/a,answers two could be divided by one plus one.,answers one could be divided by one plus one.,answers one could be divided by one minus one.,answers two could be divided by one minus one.
n/a,"After being repeatedly bludgeoned, John",n/a,developed a bruise.,thought about spaceships.,became a criminal.,wondered if he ought to change his name.
n/a,Ted decided to jump on the bandwagon and start listening to Taylor Swift. He,n/a,did not want to be left out of what everyone else was doing.,wanted to start going faster.,crouched down to prepare to jump.,ran after the bandwagon.
n/a,The Milky Way was born billions of years ago. The earth,n/a,is our home.,is a star.,is the center of the universe.,is a sun.
n/a,The artist was almost finished with his marble statue. The artist,n/a,began to polish the statue.,threw the statue down the stairs.,put acid onto the statue.,chiseled away rock carelessly.
n/a,There is a green plant on the table. The plant,n/a,is on a large ceramic pot.,kills a young bunny.,is carnivorous plant that eats insects.,has dark red leaves that stuns the man as he walks past it.
n/a,Two men are in a fist fight. One of them,n/a,falls unconscious.,kisses the other on the cheek.,romantically holds the other's hand.,speeds up his car.
n/a,I bought some fuzzy socks. It,n/a,will keep my feet toasty when I sleep.,is like having a sock on the door.,was given to me by master. Dobby is a free elf.,will keep my feet cold when I sleep.
n/a,We learned about Toricelli's Trumpet in class today. It,n/a,has infinite surface area but finite volume.,goes very well with pizza.,sounds very impressive in an orchestra.,"needed some polish, but otherwise looked beautiful."
n/a,Tina went to a library. Tina,n/a,did her homework.,cried for a day.,was lying on the bed.,had a delicious dinner.
n/a,The student studied for hours before the test. Once she received the exam,n/a,"she felt confident, and completed it with ease.",read a book.,immediately left to see her friend.,made some soup.
n/a,John was not a good student. John,n/a,never goes to class.,studied hard.,likes to play video games.,played hard.
n/a,A person is sitting and getting his arm tattooed. He,n/a,starts crying out of pain,stand up and start dancing.,ski on the rapidly ropes in a front of dirt bikes.,"play the racquet, while people try to jump near the center."
n/a,"Amy is taller than May, and May is taller than Yam. Yam",n/a,is the shortest.,is taller than Amy.,is taller than May.,is the tallest.
n/a,Don’t put all of your eggs in one basket. You,n/a,cannot afford the risks.,need to have more eggs on your basket.,will not eat delicious eggs.,can put the basket along with eggs.
n/a,A group of kids are swimming in a pool. They,n/a,are trying to toss a ball back and forth in the water.,"kick a ball back and forth, trying to do the dart.",are engaged in a fight with headphones.,are swimming across the pool in front of a crowd of spectators calm over their moves.
n/a,"The boy loves his current girlfriend, not his ex-girlfriend. He",n/a,kisses his current girlfriend.,doesn’t love his current girlfriend.,doesn’t have any girlfriend.,loves his ex-girlfriend very much.
n/a,Mark wants to become a professional basketball player. He should,n/a,practice everyday,watch a lot of basketball,lie about his stats and demand to play college basketball,shoot a sock like a basketball every time
n/a,Waves are crashing against the shores of Honshu. Josh,n/a,is cleaning the shores of the beach and picking up the trash.,", annoyingly screaming his name at the wall.",", known by many as Kyoto's crazy fisherman.",", a man of great wisdom."
n/a,The man types on his laptop. The man,n/a,shuts the lid and walks away.,eats the laptop.,clicks the self-destruct button and explodes.,types on his keyboard until it lights on fire.
n/a,"Joseph, Henry, and Jack all have different hair colors. Henry has red hair, Jack has brown hair, and Joseph",n/a,has black hair.,has brown hair.,has red hair.,has hair.
n/a,The tailor hems a pair of pants. She,n/a,pulls a stitch and has to start over.,"reads her book thoroughly, so as not to miss any details.",cheers on her favorite football team.,runs around in a circle.
n/a,"When Jake realized Sally was pulling his leg, he",n/a,stopped taking her seriously.,demanded Sally let go of his leg.,became concerned Sally would pull his leg off.,became a terrorist.
n/a,Three students are sitting in the lobby of Library before the finals week. They,n/a,are playing a video game on the newly setup Nintendo Wii.,are discussing the reason why they are alive.,are playing hide and seek.,are watching the protesters that are furiously marching.
n/a,A man runs across a field as a football flies through the air. The man then,n/a,reaches up with both hands as the ovular shaped ball clanks off of his finger tips.,makes a cake,leaps 15 feet into the air and comes down with the ball secured to his foot.,slows to a stop as he is grabbed by the football in dramatic fashion.
n/a,A man wanted to put up a flag on his porch. He,n/a,bought one from the store.,put up a painted paper with stars and stripes.,recolored the flag of another nation.,wrapped it around the pole many times.
n/a,A wealthy and altruistic man is walking down the street when he sees a hungry boy. The man,n/a,offers the boy food and some money.,kicks the hungry boy down the street.,orders his bodyguards to beat up the hungry boy.,tells the hungry boy to stop being hungry.
n/a,George's car is the color of the midday sky.  It's,n/a,a majestic shade of blue.,a majestic shade of orange.,a majestic shade of pink.,a majestic shade of red.
n/a,The woman is at the kitchen and the stove is on. She,n/a,cleans.,playing chess.,is telling the waiter what she wants to eat.,watching tv.
n/a,People often go out on Black Friday. Black Friday,n/a,has many sales.,is black.,is blue.,is scary.
n/a,Jasmine was born in the USA but lived in Scotland as an adult after having grown up in Germany. She most recently lived in,n/a,Edinburgh,Saarbrucken,Xiamen,Philadelphia
n/a,Pablo calls running slurping. If Pablo is not slurping he could be,n/a,Sitting,Jogging,Sprinting,doing cardio.
n/a,A man is walking on the street. He,n/a,is trying to spot his Uber.,is making a noise.,starts sprinting toward a car.,is holding a gun.
n/a,The child wound up the toy as soon as she got it. She,n/a,really enjoyed playing with it.,needed a bandage.,was breaking it.,painted it a shade of green.
n/a,A man watches his friend approaching him. He,n/a,smiles,goes inside a store to shop.,cannot remember his phone number,runs backwards
n/a,John's program stopped working.,n/a,the program has an error,the program took the day off.,The program and john are having a dispute,the program wants something new to do with it's life
n/a,"Sally begged Todd not to bring a toaster with him into the tub, because",n/a,he might be electrocuted.,Todd celebrates Christmas in July.,Sally did not want the toaster to get wet.,she is afraid of water.
n/a,A man dismounts from a set a parallel bars in a park onto a platform. The man,n/a,does shoulder dips on the exercise equipment.,moves hard in a synchronized coiling motion as a splash on break buildings.,takes a bar to stand up and starts doing the footage of the match.,then swings by himself while performing in his own room.
n/a,this problem was not so hard but it did,n/a,take some time,easy,smart,hard work
n/a,When her friend flaked on her for the third time. She decided enough was enough and,n/a,go to the event by herself.,tell her friend how excited she was to get flaked on.,schedule another time to be flaked on.,decide to flake on her last week instead.
n/a,Sam said that his phone was dead. This caused Robert to,n/a,look for a charger.,instantly die.,have a rip-roaring good time.,attempt CPR on it.
n/a,The large dog snarled. The man,n/a,backed away slowly.,started juggling.,made tea.,went over to pet it.
n/a,The artist looks at the banana. The artist,n/a,eats a banana.,paints a portrait of his father.,paints a rhino.,sketches a orange.
n/a,Andrew really got up on the wrong side of the bed this morning. Andrew is,n/a,having a bad day.,really sleepy.,a republican.,mad his bed is broken.
n/a,A cat jumps on the kitchen floor to eat its food. The food,n/a,is cold and brittle,cooks a new dish,meows to get its owner's attention,purrs for more food
n/a,Sally wanted to pull someone's leg and have everyone laugh. She,n/a,wanted to joke with someone.,wanted to do yoga.,was planning on going for a run.,wanted to stretch someones leg.
n/a,Bob was at an Alcoholics Anonymous meeting. He hadn't had a drink in almost two years. Now he preferred to drink,n/a,Coffee,Whiskey,Beer,Vodka
n/a,He was busy as a bee with work during his finals week. So during the break he,n/a,played video games,went back to report to the queen,drank some pollen.,produced some honey.
n/a,The manager fired the cashier because he had sticky fingers. The cashier,n/a,stole a lot of money,had fingers that would stick to things,had eaten sticky food and it was gross,was just using some glue
n/a,Evan turned off his computer. Evan,n/a,slept,worked on his resume with Google Docs for 2 hours,kept coding for 3 hours with his Macbook Pro,watched a movie with his laptop
n/a,twelve minus eleven,n/a,one,nine,eleven,twelve
n/a,Bob used to fail every class but then he started working really hard. He,n/a,gets good grades now.,gets bad grades now.,fails everytime.,doesn't go to tests.
n/a,Mary is an architect and her brother is a nurse. He,n/a,spends most of his day at the hospital.,draws very detailed blueprints.,does not have any siblings.,has designed many famous buildings.
n/a,Jen said that the soda machine didn't work. This caused Ben to,n/a,lose interest in buying a drink.,defenestrate Jen.,instantly die.,begin writing his autobiography.
n/a,You should keep your hand dry before plugging in a charger because,n/a,you may get electrocuted.,the hand is wet because you just wiped your ass.,dry hands look more attractive than wet hands.,your hand is slippery so you may drop the charger.
n/a,The police pulled him over. The police,n/a,told him to drive slower.,hit him and set a fire alarm.,told him that he can drive over the speed limit.,thought he is good at driving.
n/a,The child attended his friend's funeral. he,n/a,was crying,brought his basketball,was laying in the coffin,brought some halloween candy
n/a,"Tom likes to play games, but the deadline for the project is coming. So he will",n/a,concentrate on his work.,go out for relaxation.,take a bath.,play games happily.
n/a,"After being paralyzed, John",n/a,needed assistance with everyday tasks.,decided to run a marathon.,played soccer with his doctor.,could not believe his good luck.
n/a,A man loves Spiderman. He has,n/a,all of the action figures,a smelly thumb,a fear of spiders,a giant spiderweb in his room
n/a,An officer pulls over a speeding car. The officer,n/a,lets them off with a warning.,drives into the car.,asks for driving tips.,writes them a traffic cone.
n/a,Legolas the elf pulled out his bow and arrow. Legolas,n/a,shot an orc in the head,ate dinner,did sports,had fun
n/a,The customer filed a complaint after the product was delivered. The product,n/a,came with several issues.,wasn't safe for use in the Amazon rainforest.,of all matrices has some built-in error.,of his decisions are tracked in a diary.
n/a,My mom has a trick for the best cake. She,n/a,uses extra egg.,adds numbers.,washes her hands.,is loving.
n/a,A girl was fishing with her grandpa. She,n/a,placed a worm on the hook.,caught a fish and put it in her mouth.,fell off the boat and swam with the fish.,hit her grandpa with the fish.
n/a,The medical team inside the surgery room and getting ready to operate on the patient. The patient,n/a,is lying motionlessly on the operating table.,calmly watches a nurse as she starts drawing his blood.,waits for the nurse to come.,is washing his hand before returning to his room.
n/a,Molly couldn't make sense of the document she was reading. The document,n/a,was all Greek to her.,contained a recipe for instant coffee.,instantly killed her.,was completely easy to understand.
n/a,We got our dog Tomato from,n/a,The Pet store.,The Grocery store.,New Zealand,The produce isle.
n/a,"Wanting to buy a phone, the man shopped online. He",n/a,couldn't find the newest model that he wanted.,was able to attend a live demo of the company’s newest phone technologies.,played a video game.,watched a movie about the history of Japanese cutlery.
n/a,"A student looks at her phone. On it, she sees",n/a,that her aunt's birthday is today.,a man walking by outside the window.,a new song playing in the hall.,her friends studying later than night.
n/a,"Ketchup dates back as far as 1600 AD, when sailors traveling to China discovered a sauce called ketsiap. It",n/a,was made out of soy or oysters..,quickly changed ingredients to include mashed cotton and sweet pepper.,began the transformation to today's sweet potato in the late 1700s.,was easy to make ketchup boats during that time.
